date,ticker,period,period_label,fiscal_year,currency,is_sales_revenue_turnover,is_sales_and_services_revenues,is_cogs,is_cog_and_services_sold,is_gross_profit,is_operating_expn,is_sg_and_a_expense,is_other_operating_expenses,is_oper_income,is_nonop_income_loss,is_net_interest_expense,is_int_income,is_other_nonop_income_loss,is_pretax_income,is_inc_tax_exp,is_inc_bef_xo_item,is_xo_gl_net_of_tax,is_extraord_items_and_acctg_chng,is_ni_including_minority_int_ratio,is_min_noncontrol_interest_credits,is_net_income,is_earn_for_common,is_avg_num_sh_for_eps,eps,eps_cont_ops,is_sh_for_diluted_eps,diluted_eps,dil_eps_cont_ops,ebitda,ebitda_margin,ebita,ebit,gross_margin,oper_margin,profit_margin,is_tot_cash_pfd_dvd,is_depr_exp,bs_c_and_ce_and_sti_detailed,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_acct_note_rcv,bs_accts_rec_excl_notes_rec,bs_other_current_receivable,bs_inventories,bs_other_inv,bs_other_current_assets_detailed,bs_cur_asset_report,bs_net_fix_asset,bs_gross_fix_asset,bs_lt_invest,bs_long_term_investments,bs_other_assets_def_chrg_other,bs_disclosed_intangibles,bs_goodwill,bs_other_intangible_assets_detailed,bs_other_noncurrent_assets_detailed,bs_tot_non_cur_asset,bs_tot_asset,bs_acct_payable_and_accruals_detailed,bs_acct_payable,bs_taxes_payable,bs_accrual,bs_st_borrow,bs_st_capital_lease_obligations,bs_other_current_liabs_sub_detailed,bs_st_deferred_revenue,bs_cur_liab,bs_lt_borrow,bs_lt_capital_lease_obligations,bs_other_noncur_liabs_sub_detailed,bs_accrued_liabilities,bs_non_cur_liab,bs_tot_liab,bs_sh_cap_and_apic,bs_common_stock,bs_add_paid_in_cap,bs_amt_of_tsy_stock,bs_pure_retained_earnings,bs_other_ins_res_to_shrhldr_eqy,bs_eqty_bef_minority_int_detailed,bs_minority_noncontrolling_interest,bs_total_equity,bs_tot_liab_and_eqy,bs_total_capital_leases,net_debt,net_debt_to_shrhldr_eqty,tce_ratio,cur_ratio,cash_conversion_cycle,bs_sh_out,bs_short_term_debt_detailed,bs_loans_receivable,bs_invtry_raw_materials,bs_accum_depr,bs_other_current_liabs_detailed,bs_pfd_eqty_and_hybrid_cptl,cf_non_cash_items_detailed,cf_other_non_cash_adj_less_detailed,cf_cash_from_oper,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_free_cash_flow,cf_free_cash_flow_firm,free_cash_flow_equity,free_cash_flow_per_sh,pr_to_free_cash_flow,cash_flow_to_net_inc,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_acquisition_of_intang_assets,cf_decr_invest,cf_incr_invest,cf_cap_expenditures,cf_proc_fr_repurch_eqty_detailed,cf_decr_cap_stock,cf_net_inc,cf_depr_amort,cf_stock_based_compensation,cf_def_inc_tax,cf_chng_non_cash_work_cap,cf_acct_rcv_unbilled_rev,cf_change_in_inventories,cf_change_in_prepaid_assets,cf_change_in_accounts_payable,cf_inc_dec_in_ot_op_ast_liab_detail,cf_nt_csh_proc_pymt_debt,cf_proc_debt_and_capital_lease,cf_pymt_debt_and_capital_lease,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_acquis_subsidiaries,cf_net_cash_paid_for_aquis,cf_net_chg_in_lt_invest_detailed,revenue_per_sh,ebitda_per_sh,oper_inc_per_sh,cash_flow_per_sh,cash_st_investments_per_sh,book_val_per_sh,tang_book_val_per_sh,market_cap,short_and_long_term_debt,enterprise_value,bs_tot_cap,tot_debt_to_tot_cap,total_debt_to_ev,ev_to_ttm_sales,ev_to_ttm_ebitda,ev_to_ttm_ebit,ev_to_ttm_cash_flow_firm,ev_to_ttm_free_cash_flow_firm,diluted_mkt_cap,diluted_ev,ev_to_sh_out,ttm_net_sales,ttm_ebitda,ttm_oper_inc,ttm_cash_flow_firm,ttm_free_cash_flow_firm,NCWC,ROIC,is_operating_expenses_r_and_d,is_int_expense,bs_long_term_borrowings_detailed,bs_other_noncurrent_liabs_detailed,cf_asset_impairment_charge,bs_invtry_finished_goods,cf_incr_cap_stock,bs_invtry_in_progress,div_per_shr,bs_notes_receivable,bs_deferred_tax_liabs_st,cf_cash_for_divestitures,cf_dvd_paid,is_discontinued_operations,bs_invtry_adj,cf_net_cash_discontinued_ops_inv,is_other_oper_income,bs_pension_liabilities
2005-09-30,SNDK,quarterly,Q3,2005.0,USD,589631000.0,589631000.0,332847000.0,332847000.0,256784000.0,98216000.0,54796000.0,151477000.0,158568000.0,-11999000.0,,,-11999000.0,170567000.0,63109000.0,107458000.0,,,107458000.0,,107458000.0,107458000.0,183047000.0,0.58705141302507,0.58705141302507,194321000.0,0.5529922139140906,0.5529922139140906,176061000.0,19.548229055044587,158568000.0,158568000.0,43.54994903592247,26.892751568353766,18.224618447808886,,17493000.0,1655550000.0,764612000.0,890938000.0,211219000.0,211219000.0,11250000.0,286878000.0,1913000.0,133682000.0,2287329000.0,179822000.0,286602000.0,,,312373000.0,,,,312373000.0,492195000.0,2779524000.0,308043000.0,217477000.0,,90566000.0,,,193016000.0,170634000.0,501059000.0,150000000.0,,19662000.0,8171000.0,19662000.0,520721000.0,1484927000.0,1431640000.0,1484927000.0,,772710000.0,1166000.0,2258803000.0,,2258803000.0,2779524000.0,,-764612000.0,-33.85031806669285,81.26582105425246,4.564989352551296,46.731853410211286,184114750.0,,,104971000.0,106780000.0,22382000.0,,5997000.0,7267000.0,208507000.0,-12027000.0,-57859000.0,-9000.0,32390000.0,485000.0,183038000.0,184225000.0,184225000.0,184225000.0,1.0064355056351648,,1.9403580933946285,108000.0,108000.0,-24282000.0,-24282000.0,,174150000.0,-195700000.0,-24282000.0,32390000.0,,107458000.0,17493000.0,,-1270000.0,77559000.0,31227000.0,-57285000.0,41612000.0,47565000.0,56052000.0,,,,,,,-21550000.0,3.22120001966708,0.9618349385676904,0.8662693188088305,1.1390899605019476,9.04439843318929,4.22137483815632,12.340016498494922,,150000000.0,-1655550000.0,772710000.0,25.34190452859833,-0.1248945681687042,,,,,,,-764612000.0,,2104385000.0,411370000.0,352672000.0,417025000.0,497525000.0,235497000.0,,43420000.0,,150000000.0,19662000.0,,140792000.0,32390000.0,41115000.0,,,1519000.0,,,,,,,
2005-11-30,MU,quarterly,Q1,2006.0,USD,1361800000.0,1361800000.0,1050700000.0,1050700000.0,311100000.0,248700000.0,95300000.0,-12100000.0,62400000.0,-400000.0,,,-400000.0,62800000.0,200000.0,62600000.0,600000.0,600000.0,62600000.0,-600000.0,62600000.0,62600000.0,650100000.0,0.0962928780187663,0.0962928780187663,707100000.0,0.0885306180172535,0.0885306180172535,365800000.0,27.27528202657674,62400000.0,62400000.0,22.84476428256719,4.582170656484065,4.596857100895873,,303400000.0,1377400000.0,661100000.0,716300000.0,805300000.0,805300000.0,,682300000.0,1000000.0,76900000.0,2941900000.0,4676600000.0,11270400000.0,,,391000000.0,255900000.0,,255900000.0,135100000.0,5067600000.0,8009500000.0,721000000.0,721000000.0,,359700000.0,146200000.0,,110100000.0,31600000.0,977300000.0,960900000.0,83800000.0,147800000.0,31000000.0,1108700000.0,2086000000.0,4783700000.0,61800000.0,4721900000.0,400000.0,1140700000.0,-500000.0,5923500000.0,124100000.0,5923500000.0,8009500000.0,83800000.0,446000000.0,7.529332320418672,73.09636813867107,3.010232272587742,54.99830527571825,618400000.0,146200000.0,,136100000.0,6593800000.0,78500000.0,58700000.0,-500000.0,3800000.0,425200000.0,-7900000.0,-219300000.0,-80200000.0,-69300000.0,,136600000.0,156500000.0,156500000.0,161900000.0,0.2407321950469158,3.604433901971388,6.792332268370607,5400000.0,5400000.0,-268700000.0,-268700000.0,,530300000.0,-478400000.0,-268700000.0,10900000.0,-67500000.0,62600000.0,303400000.0,,-4300000.0,59700000.0,-10900000.0,89100000.0,,16000000.0,-34500000.0,,,,,,,51900000.0,2.094754653130288,0.5626826642055068,0.0959852330410706,0.6540532225811414,2.1187509613905555,1.849715428395632,8.718043377941855,9270426000.0,1107100000.0,9000126000.0,2309600000.0,47.93470730862487,0.1230093889796654,1.8066012284716368,6.623584044745364,86.04326959847036,6.561771653543307,4.4246231748684925,10083246000.0,10529246000.0,13.844217812644208,4981800000.0,1358800000.0,104600000.0,1371600000.0,2034100000.0,780900000.0,,165500000.0,,960900000.0,116800000.0,,212100000.0,10900000.0,358300000.0,,,4500000.0,,,-12300000.0,-24200000.0,,,
2005-12-31,CF,quarterly,Q3,2005,USD,462985000.0,462985000.0,460725000.0,460725000.0,2260000.0,24289000.0,22089000.0,2200000.0,-22029000.0,-3354000.0,,,-3354000.0,-18675000.0,-8729000.0,-9962000.0,1922000.0,1922000.0,-11884000.0,878000.0,-12762000.0,-12762000.0,275000000.0,-0.33236363636363636,-0.33236363636363636,275000000.0,-0.33236363636363636,-0.33236363636363636,-960000.0,10.778304260358835,-22029000.0,-22029000.0,0.4881367646900008,-4.758037517414171,-2.7564607924662785,,21069000.0,216700000.0,37400000.0,179300000.0,53900000.0,52800000.0,1100000.0,251100000.0,196100000.0,54400000.0,576100000.0,630100000.0,2377200000.0,,,21900000.0,900000.0,,900000.0,21000000.0,652000000.0,1228100000.0,171600000.0,171600000.0,,,19917000.0,,169500000.0,,341100000.0,4200000.0,,113300000.0,8400000.0,117500000.0,458600000.0,743600000.0,600000.0,743000000.0,,19700000.0,-7400000.0,755900000.0,13600000.0,769500000.0,1228100000.0,,-33200000.0,-4.314489928525016,62.63037809647979,1.6889475227206099,15.884973177508883,275138615.0,19917000.0,,55000000.0,1747100000.0,163700000.0,734302000.0,-10182000.0,1525000.0,-85197000.0,263000.0,82283000.0,-5775000.0,-1154000.0,1095000.0,-4068000.0,-100824000.0,68800000.0,-100824000.0,0.25018181818181817,2.375700153491325,6.6758345086976965,,,-15627000.0,-15627000.0,,176012000.0,-78102000.0,-15627000.0,,-42000.0,-12762000.0,21069000.0,,-11707000.0,-83322000.0,5021000.0,-27024000.0,,1634000.0,-62953000.0,,,,,,,97910000.0,1.3069090909090908,0.21890909090909091,0.13454545454545455,0.3250909090909091,1.1544581818181818,0.12397090909090909,3.0562363636363634,574750000.0,4200000.0,-198900000.0,38100000.0,11.023622047244094,-0.021116138763197588,0.1645981577403431,1.2231818766360103,1.5496139878809538,1.7003869509304699,1.4656768202966557,574750000.0,-19600000.0,1.0722145454545455,1927678000.0,207771000.0,135922000.0,88210000.0,124437000.0,,,,,4200000.0,104900000.0,,,42000.0,,,,5800000.0,,4621000.0,,,,,
2005-12-31,NTR,quarterly,Q4,2005.0,USD,930500000.0,930500000.0,688300000.0,688300000.0,242200000.0,46900000.0,28500000.0,18400000.0,195300000.0,20600000.0,,,20600000.0,174700000.0,57600000.0,117100000.0,,,117100000.0,,117100000.0,117100000.0,390900000.0,0.3333333333333333,0.3333333333333333,400923077.0,0.3249999999376439,0.3249999999376439,256700000.0,29.50197546267416,195300000.0,195300000.0,26.02901665771091,20.988715744223533,12.584631918323485,,61400000.0,93900000.0,93900000.0,,453300000.0,409500000.0,43800000.0,522500000.0,98600000.0,41100000.0,1110800000.0,3262800000.0,5190500000.0,,,984300000.0,131500000.0,97000000.0,34500000.0,852800000.0,4247100000.0,5357900000.0,842700000.0,842700000.0,,,253400000.0,,,,1096100000.0,1257600000.0,,871700000.0,543300000.0,2129300000.0,3225400000.0,1415600000.0,1265600000.0,1415600000.0,,716900000.0,28600000.0,2132500000.0,,2132500000.0,5357900000.0,,1417100000.0,66.45252051582649,38.286392162865454,1.0134111851108476,5.337802255661231,372937651.0,253400000.0,,254000000.0,1927700000.0,,,14700000.0,-4400000.0,85100000.0,1300000.0,-131300000.0,148300000.0,-187900000.0,,-234100000.0,-45700000.0,-45700000.0,-47500000.0,0.4924533128677411,,0.726729291204099,-1800000.0,-1800000.0,-130800000.0,-130800000.0,,5200000.0,-97400000.0,-130800000.0,-320200000.0,-321000000.0,117100000.0,61400000.0,,19100000.0,-108100000.0,-36800000.0,-86000000.0,8400000.0,6300000.0,45500000.0,,,,,,,-97400000.0,2.3995906881555387,0.7006907137375288,0.549756971092351,0.7789716039907905,0.8390892811460732,2.2900997697620875,5.598106932719365,,1511000000.0,1417100000.0,2227900000.0,67.82171551685444,1.0662620845388469,0.3683458099396964,1.248546255506608,1.58760923145866,1.648557468590042,1.2072755154200034,,1417100000.0,2.646968534151957,3847200000.0,1135000000.0,892600000.0,859600000.0,1173800000.0,,,,,1257600000.0,328400000.0,,268500000.0,800000.0,81000000.0,0.0414428242517267,,,,-16000000.0,,,,,
2005-12-31,SNDK,quarterly,Q4,2005.0,USD,750567000.0,750567000.0,448503000.0,448503000.0,302064000.0,103613000.0,59574000.0,151477000.0,198451000.0,-14111000.0,,,-14111000.0,212562000.0,78648000.0,133914000.0,,,133914000.0,,133914000.0,133914000.0,183047000.0,0.58705141302507,0.58705141302507,194321000.0,0.5529922139140906,0.5529922139140906,217319000.0,27.855020816809905,198451000.0,198451000.0,40.244774950137696,26.44014458402781,17.84171166598052,,18868000.0,1716035000.0,762058000.0,953977000.0,329014000.0,329014000.0,11250000.0,331584000.0,1913000.0,199102000.0,2575735000.0,211092000.0,364889000.0,,,333360000.0,10023000.0,5415000.0,4608000.0,323337000.0,544452000.0,3120187000.0,420854000.0,305329000.0,,115525000.0,,,150283000.0,150283000.0,571137000.0,150000000.0,,25259000.0,8171000.0,25259000.0,596396000.0,1622007000.0,188000.0,1621819000.0,,906624000.0,-4840000.0,2523791000.0,,2523791000.0,3120187000.0,,-762058000.0,-30.194972563100507,80.8242909377126,4.509837394530559,59.46727603534218,188221958.0,,,99006000.0,153797000.0,22382000.0,,-5266000.0,-3922000.0,78871000.0,-49790000.0,-149224000.0,-9000.0,67155000.0,644000.0,-3198000.0,24894000.0,24894000.0,24894000.0,1.0064355056351648,,0.588967546335708,108000.0,108000.0,-53977000.0,-53977000.0,,267228000.0,-312685000.0,-53977000.0,67155000.0,,133914000.0,18868000.0,,-1344000.0,-68645000.0,-119021000.0,-44706000.0,41612000.0,95194000.0,-112000.0,,,,,,,-45457000.0,3.22120001966708,0.9618349385676904,0.8662693188088305,1.1390899605019476,9.04439843318929,4.22137483815632,12.340016498494922,,150000000.0,-1716035000.0,906812000.0,25.34190452859833,-0.1248945681687042,,,,,,,-762058000.0,,2306069000.0,642356000.0,576582000.0,480855000.0,585181000.0,395917000.0,0.2008589871637588,44039000.0,,150000000.0,25259000.0,,170678000.0,67155000.0,61900000.0,,,1519000.0,,,,,,,
2006-02-28,MU,quarterly,Q2,2006.0,USD,1225000000.0,1225000000.0,989000000.0,989000000.0,236000000.0,48000000.0,108000000.0,-219000000.0,188000000.0,-12000000.0,,,-12000000.0,200000000.0,7000000.0,193000000.0,600000.0,600000.0,193000000.0,-600000.0,193000000.0,193000000.0,661500000.0,0.291761148904006,0.291761148904006,714600000.0,0.2700811642877134,0.2700811642877134,479600000.0,28.478402874173263,188000000.0,188000000.0,19.26530612244898,15.346938775510203,15.755102040816327,,291600000.0,2585000000.0,1536000000.0,1049000000.0,927000000.0,927000000.0,,686000000.0,1000000.0,88000000.0,4286000000.0,4712000000.0,11510000000.0,,,379000000.0,252000000.0,,252000000.0,127000000.0,5091000000.0,9377000000.0,910000000.0,910000000.0,,359700000.0,148000000.0,,147000000.0,33000000.0,1205000000.0,312000000.0,83800000.0,407000000.0,36000000.0,719000000.0,1924000000.0,5621000000.0,68000000.0,5553000000.0,400000.0,1334000000.0,-3000000.0,6954000000.0,499000000.0,7453000000.0,9377000000.0,83800000.0,-1076000000.0,-14.437139406950225,78.91506849315068,3.556846473029045,58.79617435920727,675600000.0,148000000.0,,136000000.0,6798000000.0,114000000.0,58700000.0,7500000.0,15200000.0,880800000.0,25900000.0,-474700000.0,-66800000.0,469300000.0,,875400000.0,694500000.0,694500000.0,706100000.0,1.0498866213151927,3.157371066089693,4.563730569948187,11600000.0,11600000.0,-186300000.0,-186300000.0,,469700000.0,-795600000.0,-186300000.0,536100000.0,-67500000.0,193400000.0,291600000.0,,-7700000.0,388300000.0,49900000.0,-3100000.0,,111000000.0,230500000.0,,,,,,,-325900000.0,1.851851851851852,0.7250188964474679,0.2842025699168556,1.3315192743764173,3.9077853363567647,2.1194255479969764,10.88586545729403,10259865000.0,460000000.0,8633865000.0,2361000000.0,19.483269800931808,0.0532785722269227,1.7624448844615008,6.188706902730987,51.82391956782713,4.441745549953699,3.396485051140834,11083446000.0,10506446000.0,13.051950113378684,4898800000.0,1395100000.0,166600000.0,1943800000.0,2542000000.0,722000000.0,,159000000.0,,312000000.0,371000000.0,,193000000.0,536100000.0,375000000.0,,,4500000.0,,,-12300000.0,-18000000.0,,,
2006-03-31,CF,quarterly,Q1,2006,USD,400500000.0,400500000.0,423200000.0,423200000.0,-22700000.0,14500000.0,14500000.0,2200000.0,-37200000.0,3600000.0,,,3600000.0,-40800000.0,-16200000.0,-24600000.0,5900000.0,5900000.0,-30500000.0,-5900000.0,-24600000.0,-24600000.0,275000000.0,-0.08945454545454545,-0.08945454545454545,275000000.0,-0.08945454545454545,-0.08945454545454545,-14700000.0,6.711775884860657,-37200000.0,-37200000.0,-5.667915106117353,-9.288389513108614,-6.142322097378277,,22500000.0,196300000.0,38700000.0,157600000.0,70900000.0,66400000.0,4500000.0,331300000.0,271000000.0,43900000.0,642400000.0,619200000.0,2366300000.0,,,39200000.0,900000.0,900000.0,900000.0,38300000.0,658400000.0,1300800000.0,155900000.0,155900000.0,,,19917000.0,,286500000.0,,442400000.0,4200000.0,,104800000.0,8400000.0,109000000.0,551400000.0,745400000.0,600000.0,744800000.0,,-6000000.0,-9400000.0,730000000.0,19400000.0,749400000.0,1300800000.0,,-34500000.0,-4.603682946357086,57.58135241172398,1.4520795660036165,37.963755007559755,275138615.0,19917000.0,,60300000.0,1747100000.0,281500000.0,734302000.0,13700000.0,27700000.0,18500000.0,-11100000.0,-900000.0,-15100000.0,-16200000.0,-100000.0,1400000.0,7000000.0,68800000.0,7000000.0,0.025454545454545455,7.0282550049694725,-0.7520325203252033,,,-11500000.0,-11500000.0,,146700000.0,-125000000.0,-11500000.0,,-42000.0,-24600000.0,22500000.0,,-14000000.0,6900000.0,-16800000.0,-80300000.0,,-15700000.0,119700000.0,,,,,,,21700000.0,1.4563636363636363,-0.053454545454545456,-0.13527272727272727,0.06727272727272728,0.7138181818181818,-0.019636363636363636,2.7218181818181817,660000000.0,4200000.0,487300000.0,18200000.0,23.076923076923077,0.008618920582803202,0.26346450690289985,3.925406798775576,8.493838350386083,21.464123684094613,6.918926593781059,660000000.0,644900000.0,1.772,1849585000.0,124140000.0,57371000.0,22703000.0,70430000.0,,,,,4200000.0,104800000.0,,,42000.0,,0.004,,5000000.0,,-1100000.0,,,,,
2006-03-31,NTR,quarterly,Q1,2006.0,USD,861600000.0,861600000.0,658100000.0,658100000.0,203500000.0,11400000.0,30800000.0,-19400000.0,192100000.0,23200000.0,,,23200000.0,168900000.0,43400000.0,125500000.0,,,125500000.0,,125500000.0,125500000.0,373388430.0,0.3361111108879298,0.3361111108879298,379663866.0,0.3305555551604692,0.3305555551604692,250900000.0,29.297143158895285,192100000.0,192100000.0,23.618848653667595,22.29572887650882,14.565923862581243,,58800000.0,172700000.0,172700000.0,,390000000.0,390000000.0,43800000.0,513400000.0,98600000.0,68100000.0,1144200000.0,3327200000.0,5254900000.0,,,1120700000.0,130900000.0,97000000.0,33900000.0,989800000.0,4447900000.0,5592100000.0,591400000.0,591400000.0,,,606100000.0,,,,1197500000.0,1257300000.0,,889900000.0,561500000.0,2147200000.0,3344700000.0,1420300000.0,1265600000.0,1420300000.0,,827100000.0,28600000.0,2247400000.0,,2247400000.0,5592100000.0,,1690700000.0,75.22915368870696,38.75521863326741,0.9554906054279748,23.567788775810783,373219812.0,606100000.0,,252200000.0,1927700000.0,,,5100000.0,-8800000.0,-12500000.0,-4500000.0,-248800000.0,352400000.0,340100000.0,,78800000.0,-132500000.0,-132500000.0,-130500000.0,-0.3548583441645473,,-0.099601593625498,2000000.0,2000000.0,-120000000.0,-120000000.0,,5200000.0,-126300000.0,-120000000.0,3000000.0,-321000000.0,125500000.0,58800000.0,,13900000.0,-201900000.0,63300000.0,8900000.0,-27000000.0,-247100000.0,45500000.0,,,,,,,-126300000.0,2.3075165987333888,0.6719544041576221,0.5144776446340343,-0.0334772022796742,0.4625210266959798,2.215119520441488,5.6683598899944485,,1863400000.0,1690700000.0,2690500000.0,69.25850213714922,1.1021470396877031,0.4464012251148545,1.523702235039654,1.9478110599078344,2.330714088778605,1.5536666054034185,,1690700000.0,4.5279924715396245,3787400000.0,1109600000.0,868000000.0,725400000.0,1088200000.0,,,,,1257300000.0,328400000.0,,261200000.0,3000000.0,81000000.0,0.0409760955903213,,,,-15300000.0,,,,,
2006-03-31,SNDK,quarterly,Q1,2006.0,USD,623260000.0,623260000.0,384867000.0,384867000.0,238393000.0,140868000.0,73391000.0,3715000.0,97525000.0,21136000.0,,,21136000.0,76389000.0,41274000.0,35115000.0,,,35115000.0,,35115000.0,35115000.0,193077000.0,0.181870445469942,0.181870445469942,201892000.0,0.1739296257404949,0.1739296257404949,123922000.0,25.75487601851874,97525000.0,97525000.0,38.24936623559991,15.647562814876617,5.634085293456984,,26397000.0,1770374000.0,850565000.0,919809000.0,245950000.0,245950000.0,11250000.0,413555000.0,1913000.0,153368000.0,2583247000.0,243432000.0,397229000.0,,,624054000.0,269406000.0,167242000.0,102164000.0,354648000.0,867486000.0,3450733000.0,342250000.0,255817000.0,,86433000.0,,,141055000.0,135105000.0,483305000.0,150000000.0,,36036000.0,8171000.0,36036000.0,519341000.0,1984669000.0,195000.0,1984474000.0,,941739000.0,4984000.0,2931392000.0,,2931392000.0,3450733000.0,,-850565000.0,-29.015737233368995,83.67533422373745,5.344962290892914,67.0824100285066,195331052.0,,,131165000.0,153797000.0,5950000.0,,42602000.0,56058000.0,52449000.0,9432000.0,-51851000.0,41909000.0,87970000.0,-61000.0,88568000.0,-148000.0,-148000.0,-148000.0,-0.0007665335591499,,1.4936351986330627,108000.0,108000.0,-52597000.0,-52597000.0,,154664000.0,-163350000.0,-52597000.0,46061000.0,,35115000.0,26397000.0,,-13456000.0,-51665000.0,90546000.0,-75484000.0,41612000.0,-51927000.0,-14800000.0,,,,,,,-8686000.0,3.228038554566313,0.6418268359255633,0.505109360514199,0.2716480989449805,9.169264075990409,4.878540685840364,13.78717299315817,,150000000.0,-1770374000.0,941934000.0,25.34190452859833,-0.1248945681687042,,,,,,,-850565000.0,,2478354000.0,638297000.0,560588000.0,399028000.0,529884000.0,413780000.0,0.0409841625656784,63762000.0,,150000000.0,36036000.0,,219858000.0,46061000.0,62532000.0,,,1519000.0,,,,,,,
2006-05-31,MU,quarterly,Q3,2006.0,USD,1312300000.0,1312300000.0,982500000.0,982500000.0,329800000.0,282400000.0,113200000.0,1500000.0,47400000.0,-30400000.0,,,-30400000.0,77800000.0,6500000.0,88500000.0,-17200000.0,-17200000.0,105700000.0,17200000.0,88500000.0,88500000.0,708600000.0,0.1248941574936494,0.1248941574936494,720100000.0,0.1228995972781558,0.1228995972781558,388600000.0,30.93331264907212,47400000.0,47400000.0,25.131448601691687,3.611978968223729,6.74388478244304,,341200000.0,2830000000.0,1467700000.0,1362300000.0,805700000.0,805700000.0,,799700000.0,1000000.0,85500000.0,4520900000.0,5438100000.0,12421100000.0,,,341700000.0,208500000.0,,208500000.0,133200000.0,5779800000.0,10300700000.0,951900000.0,951900000.0,,359700000.0,180400000.0,,146700000.0,43400000.0,1279000000.0,338800000.0,83800000.0,483700000.0,36900000.0,822500000.0,2101500000.0,5664900000.0,67900000.0,5597000000.0,400000.0,1422200000.0,-300000.0,7086800000.0,1112400000.0,8199200000.0,10300700000.0,83800000.0,-948500000.0,-11.568201775783002,79.17698816908107,3.534714620797498,51.322213270210966,678500000.0,180400000.0,,164700000.0,6983000000.0,103200000.0,58700000.0,-1400000.0,3200000.0,382700000.0,308500000.0,-319400000.0,160400000.0,-132100000.0,,-68800000.0,47600000.0,47600000.0,62800000.0,0.0671747106971493,3.185919804541535,4.324293785310735,15200000.0,15200000.0,-335100000.0,-335100000.0,,508700000.0,-816700000.0,-335100000.0,-292500000.0,-67500000.0,88300000.0,341200000.0,,-4600000.0,-45400000.0,-73300000.0,-10100000.0,,-47100000.0,85100000.0,,,,,,,-308000000.0,1.8519616144510305,0.5484053062376517,0.0668924640135478,0.5400790290714084,3.993790572960768,2.102878916172735,11.27674287327124,11734416000.0,519200000.0,10536016000.0,3121700000.0,16.631963353301085,0.0492785887948537,2.0430910042855204,6.604824473420261,30.619052600988084,5.286245547137625,3.785576315033056,11924856000.0,12088756000.0,14.868777871860006,5156900000.0,1595200000.0,344100000.0,1993100000.0,2783200000.0,658700000.0,,167700000.0,,338800000.0,446800000.0,,189700000.0,-292500000.0,467100000.0,,,100000.0,,,-12300000.0,-21800000.0,,,
2006-06-30,CF,quarterly,Q2,2006,USD,688700000.0,688700000.0,587500000.0,587500000.0,101200000.0,15900000.0,15900000.0,2200000.0,85300000.0,15000000.0,,,15000000.0,70300000.0,27700000.0,42600000.0,16400000.0,16400000.0,26200000.0,-16400000.0,42600000.0,42600000.0,275000000.0,0.1549090909090909,0.1549090909090909,275000000.0,0.1549090909090909,0.1549090909090909,110200000.0,8.094853223895354,85300000.0,85300000.0,14.694351677072746,12.385654130971394,6.185567010309279,,24900000.0,228000000.0,24700000.0,203300000.0,85000000.0,85000000.0,4500000.0,202600000.0,143600000.0,25200000.0,540800000.0,608400000.0,2355500000.0,,,32800000.0,900000.0,900000.0,900000.0,31900000.0,641200000.0,1182000000.0,148100000.0,148100000.0,,,19917000.0,,105700000.0,,253800000.0,4400000.0,,113400000.0,7300000.0,117800000.0,371600000.0,747200000.0,600000.0,746600000.0,,35500000.0,-9700000.0,773000000.0,37400000.0,810400000.0,1182000000.0,,-20300000.0,-2.5049358341559724,68.53780374227415,2.1308116627265563,22.039080561298274,275860505.0,19917000.0,,59000000.0,1747100000.0,96600000.0,734302000.0,25100000.0,6500000.0,44400000.0,-11100000.0,-57400000.0,-15100000.0,-1100000.0,-100000.0,-14100000.0,32700000.0,32700000.0,32700000.0,0.11890909090909091,3.933021806853583,1.0422535211267605,,,-11700000.0,-11700000.0,,153200000.0,-198900000.0,-11700000.0,,-42000.0,42600000.0,24900000.0,,18600000.0,-48200000.0,-12100000.0,129800000.0,,-7100000.0,-158800000.0,,,,,,,-45700000.0,2.5043636363636366,0.4007272727272727,0.31018181818181817,0.16145454545454546,0.8290909090909091,0.13127272727272726,2.943636363636364,555500000.0,4400000.0,369300000.0,77900000.0,5.648267008985879,0.011914432710533442,0.19319046759626174,2.386583947266382,5.855305925068573,5.503479725198575,3.4862645143018973,555500000.0,572600000.0,1.3429090909090908,1911585000.0,154740000.0,63071000.0,67103000.0,105930000.0,,,,,4400000.0,106100000.0,,,42000.0,,0.004,,9100000.0,,-1100000.0,,,,,
