date,ticker,period,period_label,fiscal_year,currency,is_sales_revenue_turnover,is_sales_and_services_revenues,is_cogs,is_cog_and_services_sold,is_gross_profit,is_operating_expn,is_sg_and_a_expense,is_operating_expenses_r_and_d,is_other_operating_expenses,is_oper_income,is_nonop_income_loss,is_net_interest_expense,is_int_expense,is_int_income,is_other_nonop_income_loss,is_pretax_income,is_inc_tax_exp,is_inc_bef_xo_item,is_ni_including_minority_int_ratio,is_net_income,is_earn_for_common,is_avg_num_sh_for_eps,eps,eps_cont_ops,is_sh_for_diluted_eps,diluted_eps,dil_eps_cont_ops,ebitda,ebitda_margin,ebita,ebit,gross_margin,oper_margin,profit_margin,bs_c_and_ce_and_sti_detailed,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_acct_note_rcv,bs_accts_rec_excl_notes_rec,bs_other_current_receivable,bs_inventories,bs_other_inv,bs_other_current_assets_detailed,bs_cur_asset_report,bs_net_fix_asset,bs_gross_fix_asset,bs_lt_invest,bs_long_term_investments,bs_other_assets_def_chrg_other,bs_disclosed_intangibles,bs_other_intangible_assets_detailed,bs_other_noncurrent_assets_detailed,bs_tot_non_cur_asset,bs_tot_asset,bs_acct_payable_and_accruals_detailed,bs_acct_payable,bs_taxes_payable,bs_accrual,bs_st_borrow,bs_short_term_debt_detailed,bs_st_capital_lease_obligations,bs_other_current_liabs_sub_detailed,bs_st_deferred_revenue,bs_cur_liab,bs_lt_borrow,bs_long_term_borrowings_detailed,bs_lt_capital_lease_obligations,bs_other_noncur_liabs_sub_detailed,bs_accrued_liabilities,bs_other_noncurrent_liabs_detailed,bs_non_cur_liab,bs_tot_liab,bs_sh_cap_and_apic,bs_common_stock,bs_add_paid_in_cap,bs_pure_retained_earnings,bs_other_ins_res_to_shrhldr_eqy,bs_eqty_bef_minority_int_detailed,bs_total_equity,bs_tot_liab_and_eqy,bs_sh_out,bs_total_capital_leases,net_debt,net_debt_to_shrhldr_eqty,tce_ratio,cur_ratio,cash_conversion_cycle,bs_notes_receivable,bs_invtry_raw_materials,bs_invtry_in_progress,bs_invtry_finished_goods,bs_accum_depr,bs_goodwill,bs_other_current_liabs_detailed,bs_loans_receivable,revenue_per_sh,ebitda_per_sh,oper_inc_per_sh,cash_st_investments_per_sh,book_val_per_sh,tang_book_val_per_sh,market_cap,short_and_long_term_debt,enterprise_value,bs_tot_cap,tot_debt_to_tot_cap,total_debt_to_ev,ev_to_ttm_sales,diluted_mkt_cap,diluted_ev,ev_to_sh_out,ttm_net_sales,ttm_ebitda,ttm_oper_inc,ttm_cash_flow_firm,ttm_free_cash_flow_firm,ev_to_ttm_cash_flow_firm,ev_to_ttm_free_cash_flow_firm,is_depr_exp,is_xo_gl_net_of_tax,is_discontinued_operations,is_extraord_items_and_acctg_chng,is_other_oper_income,cf_net_inc,cf_depr_amort,cf_non_cash_items_detailed,cf_stock_based_compensation,cf_def_inc_tax,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_change_in_inventories,cf_change_in_prepaid_assets,cf_change_in_accounts_payable,cf_inc_dec_in_ot_op_ast_liab_detail,cf_cash_from_oper,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_cash_from_inv_act,cf_proc_fr_repurch_eqty_detailed,cf_incr_cap_stock,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,cf_free_cash_flow,free_cash_flow_equity,free_cash_flow_per_sh,pr_to_free_cash_flow,cash_flow_to_net_inc,cf_net_chg_in_lt_invest_detailed,cf_decr_invest,cf_incr_invest,cf_other_investing_act_detailed,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_acquis_subsidiaries,cf_net_cash_paid_for_aquis,cf_free_cash_flow_firm,cf_acct_rcv_unbilled_rev,cf_cash_for_divestitures,cf_nt_csh_proc_pymt_debt,cf_pymt_debt_and_capital_lease,cf_proc_debt_and_capital_lease,cf_asset_impairment_charge,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,cf_acquisition_of_intang_assets,cash_flow_per_sh,bs_invtry_adj,bs_pension_liabilities,bs_minority_noncontrolling_interest,is_tot_cash_pfd_dvd,bs_pfd_eqty_and_hybrid_cptl,ev_to_ttm_ebitda,ev_to_ttm_ebit,is_min_noncontrol_interest_credits,bs_amt_of_tsy_stock,bs_deferred_tax_liabs_st,cf_decr_cap_stock,cf_net_cash_discontinued_ops_inv,cf_net_cash_discont_ops_oper,div_per_shr,cf_dvd_paid
2025-06-30,WLN.PA,quarterly,Q1,2025,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853800000.0,1845000000.0,8800000.0,,407700000.0,-407700000.0,48700000.0,,5976700000.0,7879200000.0,538200000.0,896900000.0,,,7514100000.0,7140800000.0,2220300000.0,373300000.0,8052300000.0,15931300000.0,,697500000.0,222100000.0,-919600000.0,1523300000.0,1411900000.0,111400000.0,5897200000.0,,7420500000.0,2814100000.0,2545000000.0,269100000.0,761900000.0,,577800000.0,3576000000.0,10996500000.0,5733400000.0,193100000.0,5540300000.0,-1887200000.0,,3979900000.0,4934800000.0,15931300000.0,282455410.0,380500000.0,2111900000.0,42.79606063062333,-25.09527330641033,1.0618152415605417,,,63600000.0,,,358700000.0,4920500000.0,5897200000.0,,,,,,,,,4337400000.0,3438500000.0,3598200000.0,120.54360513590129,1.2614221317434928,,,3447300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14900000.0,184100000.0,954900000.0,,,,,,,,,,,,
2017-03-31,PDD,quarterly,Q1,2017,CNY,37019000.0,37019000.0,54433000.0,54433000.0,-17414000.0,198495000.0,182467000.0,16028000.0,,-215909000.0,-8186000.0,-7503000.0,,7503000.0,-683000.0,-207723000.0,,-207723000.0,-207723000.0,-207723000.0,-207723000.0,860581500.0,-0.24137516318907623,-0.24137516318907623,860581500.0,-0.24137516318907623,-0.24137516318907623,-215363000.0,,-215909000.0,-215909000.0,-47.040708825197875,-583.2383370701532,-561.1253680542424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04301626284088143,-0.2502528813366311,-0.25088733606288305,,,,,,,,,,,,,,,,,,,,,546000.0,,,,,-207723000.0,546000.0,2366000.0,2366000.0,,,594791000.0,,121688000.0,493116000.0,-1306000.0,389980000.0,-2198000.0,-2198000.0,-415198000.0,,,767507000.0,767507000.0,407000.0,742289000.0,-2198000.0,387782000.0,,0.4506046202480532,,-1.877404042884033,-413000000.0,160000000.0,-573000000.0,,,,,,-18707000.0,,,,,,,,,0.4531587072229649,,,,,,,,,,,,,,,
2017-06-30,PDD,quarterly,Q2,2017,CNY,104617000.0,104617000.0,107605000.0,107605000.0,-2988000.0,119750000.0,94865000.0,24885000.0,,-122738000.0,-13197000.0,-13738000.0,,13738000.0,541000.0,-109541000.0,,-109541000.0,-109541000.0,-109541000.0,-109541000.0,860581500.0,-0.12728718895305094,-0.12728718895305094,860581500.0,-0.12728718895305094,-0.12728718895305094,-122738000.0,,-122738000.0,-122738000.0,-2.8561323685443094,-117.3212766567575,-104.70669202902015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12156547636685194,-0.14262216884745954,-0.14262216884745954,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283568000.0,,,1283568000.0,,,,,,1283568000.0,,,701624000.0,,,645704000.0,645704000.0,-17203000.0,2630896000.0,,1283568000.0,1283568000.0,1.4915124250288903,,-11.717694744433592,,,,701624000.0,,,,,,,,,,,,,,1.4915124250288903,,,,,,,,,,,,,,,
2017-09-30,PDD,quarterly,Q3,2017,CNY,423038000.0,423038000.0,186768000.0,186768000.0,236270000.0,470643000.0,434863000.0,35780000.0,,-234373000.0,-12931000.0,-20650000.0,,20650000.0,7719000.0,-221442000.0,,-221442000.0,-221442000.0,-221442000.0,-221442000.0,860581500.0,-0.25731670968990156,-0.25731670968990156,860581500.0,-0.25731670968990156,-0.25731670968990156,-234373000.0,,-234373000.0,-234373000.0,55.85077463490278,-55.402351561798234,-52.345652163635414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49157226828603684,-0.2723425962561361,-0.2723425962561361,,,,,,,,,,,,,,,,,,,,,,,,,,,,-682119000.0,,,-682119000.0,,,,,,-682119000.0,,,-202849000.0,,,-14051000.0,-14051000.0,-17592000.0,-899019000.0,,-682119000.0,-682119000.0,-0.7926256839125638,,3.0803506109952044,,,,-202849000.0,,,,,,,,,,,,,,-0.7926256839125638,,,,,,,,,,,,,,,
2017-12-31,PDD,quarterly,Q4,2017,CNY,1179402000.0,1179402000.0,374024000.0,374024000.0,805378000.0,818082000.0,765594000.0,52488000.0,,-12704000.0,-26295000.0,-38892000.0,,38892000.0,12597000.0,13591000.0,,13591000.0,13591000.0,13591000.0,13591000.0,,,,,,,-12704000.0,-33.55232226118587,-12704000.0,-12704000.0,68.28697933359449,-1.0771560502695434,1.1523636554796415,3108152000.0,3058152000.0,50000000.0,593434000.0,88173000.0,502805000.0,,,9436242000.0,13137828000.0,9279000.0,12275000.0,5000000.0,5000000.0,162363000.0,,,162363000.0,176642000.0,13314470000.0,10271960000.0,9838519000.0,104197000.0,329244000.0,,,,1837547000.0,56453000.0,12109507000.0,,,,,,,,12109507000.0,61380000.0,54000.0,61326000.0,-1030237000.0,-23101000.0,1204963000.0,1204963000.0,13314470000.0,4431145380.0,,-3058152000.0,-253.7963406345257,-7.4502252061103444,1.0849184859466203,,,,,,2996000.0,,1781094000.0,2456000.0,,,,,,,,,-911231000.0,1166738000.0,,,,,-861231000.0,,1744076000.0,-585178000.0,-585724000.0,315479000.0,315479000.0,,,,,,,,,,-675950000.0,,,-675950000.0,,,,,,-675950000.0,,,-11926000.0,,,-300000.0,-300000.0,-13293000.0,-688176000.0,,-675950000.0,1520971000.0,,,-49.7351188286366,,,,-11926000.0,,,,-675950000.0,,,,,,,,,,,,,,,2196921000.0,,,,,,,,,,
2018-03-31,PDD,quarterly,Q1,2018,CNY,1384604000.0,1384604000.0,318700000.0,318700000.0,1065904000.0,1319037000.0,1246219000.0,72818000.0,,-253133000.0,-52112000.0,-50163000.0,,50163000.0,-1949000.0,-201021000.0,,-201021000.0,-201021000.0,-201021000.0,-281517000.0,860581500.0,-0.327124159652514,-0.2335874057250824,860581500.0,-0.327124159652514,-0.2335874057250824,-211431000.0,-18.800444162539165,-253133000.0,-253133000.0,76.98258852350564,-18.281978096264346,-14.518302706044473,9484289000.0,8634289000.0,850000000.0,691771000.0,113525000.0,575881000.0,,,8206499000.0,18382559000.0,9897000.0,13855000.0,,,2953553000.0,2789354000.0,2789354000.0,164199000.0,2963450000.0,21346009000.0,9247117000.0,8594240000.0,158079000.0,494798000.0,,,,2506327000.0,85657000.0,11753444000.0,,,,,,,,11753444000.0,11025495000.0,119000.0,11025376000.0,-1311754000.0,-121176000.0,9592565000.0,9592565000.0,21346009000.0,4431145380.0,,-8634289000.0,-90.01022145797292,36.66183910839534,1.5640146836961148,-1582.2496819541254,,,,,3958000.0,,2420670000.0,2365000.0,1.6089167615153241,-0.2456838777036225,-0.2941418099273573,11.020791174339676,-1.5241264191712232,7.905365151354055,,,-9484289000.0,-1311635000.0,,,,,-8634289000.0,,3091661000.0,-581246000.0,-622948000.0,-758028000.0,-756472000.0,,,41702000.0,,,,,-201021000.0,41702000.0,-1300677000.0,13610000.0,,-1314287000.0,776469000.0,,558431000.0,-1025680000.0,1341655000.0,-683527000.0,-1556000.0,-1556000.0,-801556000.0,,,5824568000.0,5824568000.0,-75799000.0,4339485000.0,-1556000.0,-685083000.0,-2962500000.0,-0.7960698667122172,,3.4002765880181673,-800000000.0,,-800000000.0,,,,,,-97937000.0,,,,,,,,,-0.7942617869428985,,,,80496000.0,,,,,,,,,,,
2018-06-30,PDD,quarterly,Q2,2018,CNY,2709046000.0,2709046000.0,387830000.0,387830000.0,2321216000.0,8957436000.0,8771407000.0,186029000.0,,-6636220000.0,-142332000.0,-136601000.0,,136601000.0,-5731000.0,-6493888000.0,,-6493888000.0,-6493888000.0,-6493888000.0,-6493888000.0,1107786345.0,-5.862040121102955,-5.862040121102955,1107786345.0,-5.862040121102955,-5.862040121102955,-6636220000.0,-124.55435219598006,-6636220000.0,-6636220000.0,85.68389019603211,-244.96520177213674,-239.71124890459592,10330874000.0,9030874000.0,1300000000.0,682521000.0,94443000.0,588078000.0,,,9458543000.0,20471938000.0,14876000.0,14876000.0,,,2786690000.0,2786690000.0,2786690000.0,,2801566000.0,23273504000.0,10583524000.0,9318220000.0,,1265304000.0,,,,3299622000.0,105013000.0,13883146000.0,,,,,,,,13883146000.0,5848955000.0,62000.0,5848893000.0,-7805642000.0,396540000.0,9390358000.0,9390358000.0,23273504000.0,4431145380.0,,-9030874000.0,-96.17177534658423,-21.217730585146132,1.4745892609643376,-1338.8391817624838,,,,,,,3194609000.0,,2.4454589210521456,-5.990523380210107,-5.990523380210107,9.325691769562297,-7.046105988966672,-3.923894728996682,,,619631000.0,3144925000.0,,,0.10878181348960428,,1919631000.0,0.5593416120325982,5696090000.0,-7094728000.0,-7136430000.0,-953952000.0,-952396000.0,,,,,,,,,,1087644000.0,,,1087644000.0,,,,,,1087644000.0,,,-291150000.0,,,-3789000.0,-3789000.0,330620000.0,792705000.0,,1087644000.0,12038149000.0,0.9818174821427321,,-0.167487335784048,,,,-291150000.0,,,,,,,,,,,,,,0.9818174821427321,,,,,10950505000.0,,,,,,,,,,
2018-09-30,PDD,quarterly,Q3,2018,CNY,3372418000.0,3372418000.0,774684000.0,774684000.0,2597734000.0,3867213000.0,3535216000.0,331997000.0,,-1269479000.0,-171156000.0,-164819000.0,,164819000.0,-6337000.0,-1098323000.0,,-1098323000.0,-1098323000.0,-1098323000.0,-1098323000.0,919512750.0,-1.1944619582490836,-1.1944619582490836,919512750.0,-1.1944619582490836,-1.1944619582490836,-1269479000.0,-94.03576670788286,-1269479000.0,-1269479000.0,77.02882620125975,-37.64299087479666,-32.56781929167737,22471298000.0,14960018000.0,7511280000.0,820375000.0,126456000.0,693919000.0,,,10951754000.0,34243427000.0,19110000.0,19110000.0,,,2741320000.0,2741320000.0,2741320000.0,,2760430000.0,37003857000.0,12448323000.0,10793733000.0,,1654590000.0,,,,3794931000.0,165044000.0,16243254000.0,,,,,,,,16243254000.0,28677761000.0,142000.0,28677619000.0,-8903965000.0,986807000.0,20760603000.0,20760603000.0,37003857000.0,4455688688.0,,-14960018000.0,-72.05965067584982,52.59179435545009,2.1081629949270018,-1059.111499264054,,,,,,,3629887000.0,,3.6676141793574915,-1.3805996708582888,-1.3805996708582888,24.43826689733231,-9.683196888787023,19.596555893325025,166144262525.7732,,143672964525.7732,-8903823000.0,,,16.618294265756887,166144262525.7732,151184244525.7732,156.24901832603538,8645470000.0,-8129834000.0,-8171536000.0,1359580000.0,1361136000.0,105.67452045909266,105.5537172815745,,,,,,,,1631413000.0,,,1631413000.0,,,,,,1631413000.0,,,-6217168000.0,,,11537514000.0,11537514000.0,359056000.0,6951759000.0,,1631413000.0,-9319092000.0,1.774214658796194,95.83967082638947,-1.4853672371424436,,,,-6217168000.0,,,,,,,,,,,,,,1.774214658796194,,,,,,,,,,,,,,,
2018-12-31,PDD,quarterly,Q4,2018,CNY,5653922000.0,5653922000.0,1424035000.0,1424035000.0,4229887000.0,6870796000.0,6345583000.0,525213000.0,,-2640909000.0,-217016000.0,-233357000.0,,233357000.0,16341000.0,-2423893000.0,,-2423893000.0,-2423893000.0,-2423893000.0,-2423893000.0,1113922172.0,-2.175998522094235,-2.175998522094235,1113922172.0,-2.175998522094235,-2.175998522094235,-2640909000.0,-81.99731097356019,-2640909000.0,-2640909000.0,74.81332427295601,-46.70932849798777,-42.87100175771792,21791011000.0,14160322000.0,7630689000.0,1465686000.0,247586000.0,1183100000.0,,,17134286000.0,40390983000.0,29075000.0,37802000.0,,,2762005000.0,2579338000.0,2579338000.0,182667000.0,2791080000.0,43182063000.0,19951640000.0,17275934000.0,436495000.0,2239211000.0,,,,4407829000.0,191482000.0,24359469000.0,,,,,,,,24359469000.0,29114669000.0,142000.0,29114527000.0,-11327858000.0,1035783000.0,18822594000.0,18822594000.0,43182063000.0,4455688688.0,,-14160322000.0,-75.23044910813037,40.005334617319406,1.6581224738519547,-1698.5872485998636,,,,,8727000.0,,4216347000.0,35000000.0,5.0756885374214455,-2.370820032478894,-2.370820032478894,19.562417867017732,-10.169216741293125,14.582038501698841,171914811139.47733,,150123800139.47733,-11327716000.0,,,11.44237153682871,171914811139.47733,157754489139.47733,134.7704569610428,13119990000.0,-10758039000.0,-10799741000.0,8563887000.0,8563887000.0,17.529867003088356,17.529867003088356,,,,,,,,6528357000.0,,,6528357000.0,,,,,,6528357000.0,,,-238635000.0,,,-13936000.0,-13936000.0,-66967000.0,6275786000.0,,6528357000.0,6528357000.0,5.860694009060446,18.029480232690986,-2.69333547314176,,,,-238635000.0,,,,,,,,,,,,,,5.860694009060446,,,,,,,,,,,,,,,
2019-03-31,PDD,quarterly,Q1,2019,CNY,4545204000.0,4545204000.0,873314000.0,873314000.0,3671890000.0,5792411000.0,5125330000.0,667081000.0,,-2120521000.0,-242813000.0,-252102000.0,,252102000.0,9289000.0,-1877708000.0,,-1877708000.0,-1877708000.0,-1877708000.0,-1877708000.0,1139754250.0,-1.6474674255437083,-1.6474674255437083,1139754250.0,-1.6474674255437083,-1.6474674255437083,-2120521000.0,-77.80509797249363,-2120521000.0,-2120521000.0,80.7860329261349,-46.65403357033039,-41.31185310934339,29421239000.0,22501691000.0,6919548000.0,1399145000.0,317209000.0,1081936000.0,,,15986390000.0,46806774000.0,254925000.0,254925000.0,,,2722066000.0,2381247000.0,2381247000.0,340819000.0,2976991000.0,49783765000.0,19357753000.0,15657163000.0,,3700590000.0,73037000.0,,73037000.0,5151626000.0,243048000.0,24582416000.0,163785000.0,,163785000.0,8435000.0,,8435000.0,172220000.0,24754636000.0,37607129000.0,148000.0,37606981000.0,-13205566000.0,627566000.0,25029129000.0,25029129000.0,49783765000.0,4649428688.0,236822000.0,-22501691000.0,-89.90201376963617,47.77780370232653,1.9040754171599732,-1274.3786378875513,,,,,,,4908578000.0,,3.9878807207781852,-1.8605072102165883,-1.8605072102165883,25.813669043129252,-11.586197638657632,19.870846719808238,189704055437.89093,236822000.0,160519638437.89093,-12968596000.0,-1.8261190340110833,0.001475345959563897,9.85957133235902,189704055437.89093,167439186437.89093,140.8370606539883,16280590000.0,-12667129000.0,-12667129000.0,7704163000.0,7704163000.0,20.835441622651405,20.835441622651405,,,,,,,,-1543251000.0,,,-1543251000.0,,,,,,-1543251000.0,,,457473000.0,,,7993828000.0,7993828000.0,-228497000.0,6908050000.0,,-1543251000.0,-1543251000.0,-1.3540208338771273,23.12185561640494,0.8218801858435923,,,,457473000.0,,,,,,,,,,,,,,-1.3540208338771273,,,,,,,,,,,,,,,
2019-06-30,PDD,quarterly,Q2,2019,CNY,7290008000.0,7290008000.0,1594709000.0,1594709000.0,5695299000.0,7185712000.0,6382048000.0,803664000.0,,-1490413000.0,-487163000.0,-402568000.0,,402568000.0,-84595000.0,-1003250000.0,,-1003250000.0,-1003250000.0,-1003250000.0,-1003250000.0,1162357250.0,-0.8631167397114785,-0.8631167397114785,1162357250.0,-0.8631167397114785,-0.8631167397114785,-1490413000.0,-36.05351126320803,-1490413000.0,-1490413000.0,78.12472908123009,-20.444600335143665,-13.761987641165826,31787361000.0,23851940000.0,7935421000.0,1495524000.0,452266000.0,1043258000.0,,,18022874000.0,51305759000.0,341144000.0,341144000.0,,,2713947000.0,2277009000.0,2277009000.0,436938000.0,3055091000.0,54360850000.0,22817142000.0,17830719000.0,,4986423000.0,80026000.0,,80026000.0,6101200000.0,267322000.0,28998368000.0,247426000.0,,247426000.0,8171000.0,,8171000.0,255597000.0,29253965000.0,38199104000.0,148000.0,38198956000.0,-14208816000.0,1116597000.0,25106885000.0,25106885000.0,54360850000.0,4649428688.0,327452000.0,-23851940000.0,-95.00159020125356,43.832934671619164,1.7692636702865485,-1056.9176043147677,,,,,,,5833878000.0,,6.271744766938047,-1.2822331516407715,-1.2822331516407715,27.347324585449094,-12.22401116352137,19.641014842897913,164693879843.0134,327452000.0,133233970843.0134,-13881216000.0,-2.3589576014089833,0.0024577215399954515,6.386580003396363,164693879843.0134,141169391843.0134,114.62394271899917,20861552000.0,-7521322000.0,-7521322000.0,10764501000.0,10764501000.0,12.37716182505937,12.37716182505937,,,,,,,,4147982000.0,,,4147982000.0,,,,,,4147982000.0,,,-1139423000.0,,,,,436368000.0,3008559000.0,,4147982000.0,4147982000.0,3.5685947672284057,14.266839610618842,-4.134544729628707,,,,-1139423000.0,,,,,,,,,,,,,,3.5685947672284057,,,,,,,,,,,,,,,
2019-09-30,PDD,quarterly,Q3,2019,CNY,7513948000.0,7513948000.0,1833318000.0,1833318000.0,5680630000.0,8472603000.0,7345365000.0,1127238000.0,,-2791973000.0,-465183000.0,-408465000.0,6150000.0,414615000.0,-56718000.0,-2326790000.0,,-2335008000.0,-2335008000.0,-2335008000.0,-2335008000.0,1162357250.0,-2.008855711099148,-2.008855711099148,1162357250.0,-2.008855711099148,-2.008855711099148,-2791973000.0,-36.17080486317647,-2791973000.0,-2791973000.0,75.60113538182591,-37.15720417548804,-31.07564758233621,40254824000.0,15694045000.0,24560779000.0,1777926000.0,524436000.0,1253490000.0,,,19556634000.0,61589384000.0,354392000.0,354392000.0,,,2632286000.0,2182296000.0,2182296000.0,449990000.0,2986678000.0,64576062000.0,26103011000.0,19819656000.0,,6283355000.0,80882000.0,,80882000.0,7033131000.0,379001000.0,33217024000.0,5394813000.0,5140305000.0,254508000.0,7949000.0,,7949000.0,5402762000.0,38619786000.0,40695425000.0,148000.0,40695277000.0,-16543824000.0,1804675000.0,25956276000.0,25956276000.0,64576062000.0,4649428688.0,335390000.0,-10553740000.0,-40.659684771420984,38.10313357267135,1.854151172603542,-971.0703114242355,,,,,,,6654130000.0,,6.464404983923832,-2.401992158607003,-2.401992158607003,34.63205825919699,-14.232866874620518,20.45324705463832,267699432416.0114,5475695000.0,232920303416.0114,-11067981000.0,-49.47329598776868,0.023508878014039156,9.315663701619322,267699432416.0114,257481082416.0114,200.38615788391343,25003082000.0,-9043816000.0,-9043816000.0,11753964652.111923,11753964652.111923,19.816318179429004,19.816318179429004,,,,,,,,2618232000.0,,,2618232000.0,,,,,,2618232000.0,,,-16175856000.0,,,6967004000.0,6967004000.0,292531000.0,-6590620000.0,,2618232000.0,2618232000.0,2.252519180312249,22.43231265274408,-1.1212946593758994,,,,-16175856000.0,,,,,,,,,,,,,,2.252519180312249,,,,,,,,,,,,,,,
2019-12-31,PDD,quarterly,Q4,2019,CNY,10792726000.0,10792726000.0,2037437000.0,2037437000.0,8755289000.0,10890593000.0,9618218000.0,1272375000.0,,-2135304000.0,-346773000.0,-332832000.0,139708000.0,472540000.0,-13941000.0,-1788531000.0,,-1751637000.0,-1751637000.0,-1751637000.0,-1751637000.0,1162499000.0,-1.5067858122888709,-1.5067858122888709,1162499000.0,-1.5067858122888709,-1.5067858122888709,-2135304000.0,-28.32673111430386,-2135304000.0,-2135304000.0,81.12212799620782,-19.784658667328348,-16.22979217669382,41057013000.0,5768186000.0,35288827000.0,3665222000.0,1050974000.0,2614248000.0,,,28279228000.0,73001463000.0,558461000.0,585143000.0,,,2497412000.0,1994292000.0,1994292000.0,503120000.0,3055873000.0,76057336000.0,36255623000.0,30234186000.0,1045796000.0,4975641000.0,1014482000.0,898748000.0,115734000.0,8497701000.0,605970000.0,45767806000.0,5635275000.0,5206682000.0,428593000.0,7389000.0,,7389000.0,5642664000.0,51410470000.0,41494097000.0,148000.0,41493949000.0,-18295461000.0,1448230000.0,24646866000.0,24646866000.0,76057336000.0,4650028688.0,544327000.0,337244000.0,1.368303783531748,30.585529268821304,1.595039600543666,-1360.0032953518103,,,,,26682000.0,,7891731000.0,,9.284073362643753,-1.8368222252234196,-1.8368222252234196,35.31789102614282,-15.737917193907263,19.486101923528537,306167912116.9916,6649757000.0,271760656116.99158,-11645556000.0,-57.10124102275581,0.024469167446877643,9.016046843153463,306167912116.9916,307049483116.9916,233.7728085073549,30141886000.0,-8538211000.0,-8538211000.0,14860658637.679749,14860658637.679749,18.287255144124796,18.287255144124796,,,,,,,,9598013000.0,,,9598013000.0,,,,,,9598013000.0,,,-11461872000.0,,,893899000.0,893899000.0,-50260000.0,-969960000.0,,9598013000.0,9598013000.0,8.256362371064405,20.555439253135624,-5.479453220045021,,,,-11461872000.0,,,,,,,,,,,,,,8.256362371064405,,,,,,,,,,,,,,,
2020-03-31,PDD,quarterly,Q1,2020,CNY,6541059000.0,6541059000.0,1830247000.0,1830247000.0,4710812000.0,9108045000.0,7634895000.0,1473150000.0,,-4397233000.0,-277984000.0,-309648000.0,150634000.0,460282000.0,31664000.0,-4119249000.0,,-4119329000.0,-4119329000.0,-4119329000.0,-4119329000.0,1162528000.0,-3.5434234702303944,-3.5434234702303944,1162528000.0,-3.5434234702303944,-3.5434234702303944,-4397233000.0,-33.651783428088486,-4397233000.0,-4397233000.0,72.01910271715941,-67.22509306214789,-62.97648438884285,42575208000.0,5526736000.0,37048472000.0,2627914000.0,679522000.0,1948392000.0,,,27886992000.0,73090114000.0,528247000.0,528247000.0,,,2558526000.0,1866532000.0,1866532000.0,691994000.0,3086773000.0,76176887000.0,37141019000.0,28713943000.0,,8427076000.0,2232822000.0,2114541000.0,118281000.0,9258941000.0,619769000.0,48632782000.0,5827614000.0,5430487000.0,397127000.0,7050000.0,,7050000.0,5834664000.0,54467446000.0,42303470000.0,148000.0,42303322000.0,-22414790000.0,1820761000.0,21709441000.0,21709441000.0,76176887000.0,4789904988.0,515408000.0,2018292000.0,9.296840024577326,26.702750915400685,1.502898065753261,-1104.2696537152767,,,,,,,8639172000.0,,5.626581897382256,-3.782474916733188,-3.782474916733188,36.62295273748245,-19.28094807178838,17.068757913787884,296747309085.88025,8060436000.0,262232537085.88025,-14354206000.0,-56.15382696890375,0.03073774173706078,8.159644359753855,296747309085.88025,299281009085.88025,225.57094288127274,32137741000.0,-10814923000.0,-10814923000.0,16001543900.688694,16001543900.688694,16.38795223219642,16.38795223219642,,,,,,,,-567070000.0,,,-567070000.0,,,,,,-567070000.0,,,-1584192000.0,,,1205472000.0,1205472000.0,99058000.0,-945790000.0,,-567070000.0,-567070000.0,-0.4877904016075312,18.78335865089961,0.1376607695088205,,,,-1584192000.0,,,,,,,,,,,,,,-0.4877904016075312,,,,,,,,,,,,,,,
